0.1 7.08671
0.2 3.53487
0.3 2.36552
0.4 1.77254
0.5 1.42927
0.6 1.40348
0.7 195.937
0.8 1084.29
0.9 1752.94
1 1425.09
1.1 1446.21
1.2 1281.56
1.3 1220.74
1.4 1133.43
1.5 1061.56
1.6 1006.41
1.7 943.436
1.8 904.459
1.9 847.878
2 815.961
2.1 768.753
2.2 741.17
2.3 704.33
2.4 679.264
2.5 649.659
2.6 626.463
2.7 603.892
2.8 581.468
2.9 562.318
3 543.14
3.1 527.58
3.2 508.967
3.3 495.018
3.4 479.977
3.5 467.295
3.6 453.084
3.7 441.618
3.8 429.761
3.9 419.173
4 408.534
4.1 398.48
4.2 389.21
4.3 379.807
4.4 371.603
4.5 362.935
4.6 355.647
4.7 347.473
4.8 340.589
4.9 333.549
5 326.834
5.1 320.63
5.2 314.319
5.3 308.752
5.4 302.677
5.5 297.309
5.6 291.591
5.7 286.865
5.8 281.598
5.9 277.028
6 272.312
6.1 267.871
6.2 263.68
6.3 259.385
6.4 255.668
6.5 251.41
6.6 247.761
6.7 243.898
6.8 240.596
6.9 236.875
7 233.568
7.1 230.308
7.2 227.226
7.3 224.063
7.4 221.15
7.5 218.192
7.6 215.29
7.7 212.622
7.8 209.811
7.9 207.093
8 204.549
8.1 202.129
8.2 199.571
8.3 197.212
8.4 194.867
8.5 192.681
8.6 190.357
8.7 188.112
8.8 186.139
8.9 184.074
9 181.884
9.1 179.926
9.2 178.018
9.3 175.936
9.4 174.216
9.5 172.537
9.6 170.524
9.7 168.781
9.8 167.062
9.9 165.458
10 163.62
