0.1 7.05576
0.2 3.53523
0.3 2.34846
0.4 1.77359
0.5 1.42895
0.6 1.32546
0.7 28.9542
0.8 52.9264
0.9 51.3592
1 47.8287
1.1 44.224
1.2 40.8907
1.3 38.0222
1.4 35.4504
1.5 33.1959
1.6 31.2586
1.7 29.4332
1.8 27.8022
1.9 26.4096
2 25.0991
2.1 23.9153
2.2 22.8369
2.3 21.8568
2.4 20.9038
2.5 20.0728
2.6 19.3764
2.7 18.6402
2.8 17.9358
2.9 17.3342
3 16.7525
3.1 16.2158
3.2 15.6979
3.3 15.205
3.4 14.7675
3.5 14.3567
3.6 13.9515
3.7 13.5519
3.8 13.2085
3.9 12.8773
4 12.5316
4.1 12.2096
4.2 11.9262
4.3 11.6448
4.4 11.3765
4.5 11.1153
4.6 10.8771
4.7 10.6363
4.8 10.414
4.9 10.1987
5 9.99039
5.1 9.78377
5.2 9.60016
5.3 9.40516
5.4 9.23161
5.5 9.06285
5.6 8.89812
5.7 8.73946
5.8 8.5819
5.9 8.42982
6 8.2898
6.1 8.14773
6.2 8.0081
6.3 7.88585
6.4 7.75897
6.5 7.63631
6.6 7.51477
6.7 7.39955
6.8 7.28544
6.9 7.1765
7 7.0747
7.1 6.97292
7.2 6.87105
7.3 6.77152
7.4 6.68108
7.5 6.58731
7.6 6.4997
7.7 6.41318
7.8 6.33205
7.9 6.24503
8 6.1641
8.1 6.08319
8.2 6.01102
8.3 5.93508
8.4 5.86218
8.5 5.79487
8.6 5.72327
8.7 5.65043
8.8 5.58678
8.9 5.52039
9 5.46094
9.1 5.39747
9.2 5.33302
9.3 5.275
9.4 5.21817
9.5 5.15954
9.6 5.10086
9.7 5.04614
9.8 4.99248
9.9 4.93866
10 4.88926
