0.1,434.054,0.00118771
0.11,435.782,0.00235975
0.12,436.04,0.00148918
0.13,434.787,0.00161627
0.14,436.683,0.00113936
0.15000000000000002,434.873,0.00139176
0.16000000000000003,434.541,0.00118109
0.17000000000000004,433.211,0.00120745
0.18000000000000005,431.243,0.00168628
0.19000000000000006,430.958,0.000881636
0.20000000000000007,427.2,0.000696103
0.21000000000000008,428.043,0.00219391
0.22000000000000008,426.451,0.00196916
0.2300000000000001,424.259,0.00159334
0.2400000000000001,423.374,0.0017846
0.2500000000000001,420.825,0.0015471
0.2600000000000001,420.542,0.00204413
0.27000000000000013,417.301,0.00122486
0.28000000000000014,418.131,0.0012777
0.29000000000000015,414.951,0.00164971
0.30000000000000016,413.89,0.00258494
0.31000000000000016,412.696,0.00271056
0.3200000000000002,411.467,0.00253038
0.3300000000000002,409.526,0.00271855
0.3400000000000002,408.782,0.00214312
0.3500000000000002,406.478,0.00263419
0.3600000000000002,406.263,0.00189265
